,City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
1015,Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,Black or African-American,4987
1016,Nashua,New Hampshire,38.3,42926.0,45049.0,87975,5532.0,12693.0,2.46,NH,Asian,9685
1017,Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,American Indian and Alaska Native,1065
1018,Metairie,Louisiana,41.6,69515.0,76943.0,146458,7187.0,19871.0,2.39,LA,Asian,4791
1019,Fort Lauderdale,Florida,42.8,93948.0,84639.0,178587,8897.0,47582.0,2.38,FL,Black or African-American,62954
1020,Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,American Indian and Alaska Native,556
1021,Rancho Cordova,California,33.8,34844.0,36182.0,71026,4590.0,17020.0,2.86,CA,American Indian and Alaska Native,1940
1022,Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,Black or African-American,151030
1023,Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,American Indian and Alaska Native,3955
1024,Layton,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,White,65333
1025,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Hispanic or Latino,5378
1026,Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,Black or African-American,6752
1027,Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,Hispanic or Latino,170041
1028,Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,Asian,15790
1029,Davie,Florida,40.8,48754.0,52140.0,100894,4655.0,26532.0,2.719999999999999,FL,Hispanic or Latino,35311
1030,Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,White,20811
1031,Victoria,Texas,35.8,32290.0,35291.0,67581,5000.0,4480.0,2.7,TX,Hispanic or Latino,34409
1032,Hartford,Connecticut,31.0,58042.0,65972.0,124014,3130.0,28467.0,2.59,CT,Hispanic or Latino,55959
1033,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,Black or African-American,43646
1034,Ames,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,Black or African-American,1103
1035,Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,Hispanic or Latino,30613
1036,Davis,California,26.3,33493.0,34163.0,67656,2176.0,13997.0,2.69,CA,Hispanic or Latino,9041
1037,Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Asian,3501
1038,Odessa,Texas,31.2,61119.0,57861.0,118980,5509.0,15845.0,2.92,TX,Black or African-American,7647
1039,Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.969999999999999,KS,Hispanic or Latino,16131
1040,Pharr,Texas,26.9,35242.0,41293.0,76535,1376.0,25532.0,3.67,TX,Black or African-American,204
1041,Urban Honolulu,Hawaii,41.4,176807.0,175959.0,352766,23213.0,101312.0,2.69,HI,White,110508
1042,Dothan,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,White,43516
1043,Rochester,New York,31.4,100135.0,109673.0,209808,7288.0,17735.0,2.36,NY,White,105636
1044,Davenport,Iowa,35.2,50123.0,52454.0,102577,7090.0,4065.0,2.39,IA,Black or African-American,12761
1045,Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,Asian,9685
1046,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Hispanic or Latino,83711
1047,San Juan,Puerto Rico,41.4,155408.0,186829.0,342237,,,,PR,American Indian and Alaska Native,4031
1048,Madison,Wisconsin,30.7,122596.0,126360.0,248956,9707.0,30090.0,2.23,WI,Hispanic or Latino,19697
1049,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,American Indian and Alaska Native,3645
1050,Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,Hispanic or Latino,11815
1051,Albany,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Hispanic or Latino,9368
1052,New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Black or African-American,9873
1053,McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,American Indian and Alaska Native,664
1054,Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Hispanic or Latino,10007
1055,High Point,North Carolina,35.5,51751.0,58077.0,109828,5204.0,16315.0,2.65,NC,American Indian and Alaska Native,1181
1056,Kissimmee,Florida,36.7,33283.0,35869.0,69152,2449.0,16879.0,3.01,FL,Black or African-American,6623
1057,Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,White,33031
1058,Hammond,Indiana,36.0,38923.0,38687.0,77610,4144.0,9224.0,2.61,IN,Asian,1540
1059,Elgin,Illinois,35.7,54852.0,56224.0,111076,4024.0,30167.0,2.969999999999999,IL,Black or African-American,7528
1060,Boise,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,White,204913
1061,Passaic,New Jersey,30.4,36505.0,34577.0,71082,693.0,24174.0,3.56,NJ,Asian,3338
1062,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,1190.0,29170.0,3.17,MA,Hispanic or Latino,63175
1063,East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,White,3165
1064,Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,White,1386389
1065,Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,Asian,27984
1066,Round Rock,Texas,34.9,56646.0,59193.0,115839,6804.0,18237.0,3.13,TX,White,92278
1067,Columbia,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,Hispanic or Latino,7545
1068,Arlington Heights,Illinois,45.9,37627.0,39369.0,76996,3027.0,14630.0,2.38,IL,Hispanic or Latino,2742
1069,Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.5700000000000003,TX,American Indian and Alaska Native,794
1070,Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,Hispanic or Latino,117362
1071,Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,Asian,4722
1072,Des Moines,Iowa,34.5,103726.0,106591.0,210317,11780.0,23857.0,2.41,IA,White,168057
1073,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.969999999999999,CA,Hispanic or Latino,91312
1074,Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4219.0,4454.0,2.49,WI,Hispanic or Latino,5139
1075,Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Black or African-American,9425
1076,San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Asian,38970
1077,Bend,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,Black or African-American,465
1078,Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,American Indian and Alaska Native,253
1079,Ellicott City,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,Black or African-American,6089
1080,West Valley City,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,Black or African-American,3222
1081,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Asian,1785
1082,Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Hispanic or Latino,5229
1083,Woodbury,Minnesota,37.7,31982.0,35868.0,67850,2732.0,9477.0,2.719999999999999,MN,White,56216
1084,Columbus,Georgia,33.7,98785.0,101794.0,200579,21747.0,10376.0,2.62,GA,Asian,7039
1085,Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,Black or African-American,108088
1086,League City,Texas,35.9,49354.0,48996.0,98350,6484.0,8361.0,2.719999999999999,TX,Hispanic or Latino,14868
1087,Killeen,Texas,29.2,69442.0,71367.0,140809,24281.0,15769.0,2.719999999999999,TX,White,75823
1088,Arvada,Colorado,41.0,54870.0,60165.0,115035,8930.0,4921.0,2.49,CO,Asian,2922
1089,Hoover,Alabama,38.5,38040.0,46799.0,84839,4819.0,8229.0,2.58,AL,Asian,4759
1090,Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,American Indian and Alaska Native,998
1091,Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,White,179121
1092,Flower Mound,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,Hispanic or Latino,6149
1093,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,24672.0,43751.0,2.37,OK,Black or African-American,72643
1094,Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.5700000000000003,TX,Black or African-American,29883
1095,Vallejo,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,American Indian and Alaska Native,1671
1096,Clearwater,Florida,47.0,55225.0,57754.0,112979,10631.0,17686.0,2.4,FL,White,97195
1097,Cranston,Rhode Island,39.9,38365.0,42712.0,81077,4702.0,10631.0,2.56,RI,Asian,5978
1098,Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.8200000000000003,CA,White,55241
1099,Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,American Indian and Alaska Native,908
1100,Alafaya,Florida,33.5,39504.0,45760.0,85264,4176.0,15842.0,2.94,FL,White,63666
1101,Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,Asian,2828
1102,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,White,202539
1103,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,Hispanic or Latino,113731
1104,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,White,68830
1105,Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,American Indian and Alaska Native,3271
1106,Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,Asian,2494
1107,Richardson,Texas,35.5,54676.0,56151.0,110827,4797.0,29579.0,2.83,TX,White,76116
1108,Livonia,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,Asian,2719
1109,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Hispanic or Latino,95154
1110,Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,3261.0,2833.0,2.4,WI,Hispanic or Latino,1488
1111,Aurora,Illinois,31.7,101964.0,101751.0,203715,4988.0,50980.0,3.3,IL,White,115903
1112,Ellicott City,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,Asian,22551
1113,Beaverton,Oregon,35.6,47325.0,49252.0,96577,4645.0,18933.0,2.46,OR,Hispanic or Latino,15452
1114,Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,54995.0,38360.0,2.61,VA,White,324924
1115,Stamford,Connecticut,35.4,64941.0,63936.0,128877,2269.0,44003.0,2.7,CT,Hispanic or Latino,33197
1116,Hemet,California,36.8,38622.0,45251.0,83873,5613.0,13330.0,2.969999999999999,CA,Black or African-American,7650
1117,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,Hispanic or Latino,3017
1118,Passaic,New Jersey,30.4,36505.0,34577.0,71082,693.0,24174.0,3.56,NJ,Hispanic or Latino,53680
1119,Bellevue,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,Asian,52223
1120,Gresham,Oregon,36.7,53866.0,56716.0,110582,6326.0,17860.0,2.67,OR,Hispanic or Latino,23576
1121,Folsom,California,40.9,41051.0,35317.0,76368,4187.0,13234.0,2.62,CA,Black or African-American,3985
1122,Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,Black or African-American,34916
1123,Wyoming,Michigan,32.8,35967.0,39310.0,75277,3447.0,8612.0,2.65,MI,White,58989
1124,Palmdale,California,32.6,76361.0,81989.0,158350,6388.0,41974.0,3.54,CA,Asian,10981
1125,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,White,68293
1126,Thornton,Colorado,33.1,65482.0,67977.0,133459,7261.0,17949.0,2.969999999999999,CO,Hispanic or Latino,49241
1127,Dearborn,Michigan,33.5,46482.0,48698.0,95180,3163.0,23920.0,3.04,MI,American Indian and Alaska Native,713
1128,Riverside,California,31.4,160613.0,161810.0,322423,12373.0,69584.0,3.34,CA,Hispanic or Latino,160697
1129,Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,Hispanic or Latino,23614
1130,Richmond,Virginia,33.6,104793.0,115496.0,220289,12538.0,15741.0,2.29,VA,Black or African-American,109722
1131,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,American Indian and Alaska Native,11146
1132,Akron,Ohio,38.1,96886.0,100667.0,197553,12878.0,10024.0,2.24,OH,White,129192
1133,Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,2126.0,28133.0,2.73,MD,White,36639
1134,Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,American Indian and Alaska Native,5305
1135,Roseville,California,38.4,62591.0,67691.0,130282,8386.0,18161.0,2.719999999999999,CA,Black or African-American,4413
1136,Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,Hispanic or Latino,13065
1137,South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,Asian,23008
1138,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,White,58723
1139,Wichita,Kansas,34.6,192354.0,197601.0,389955,23978.0,40270.0,2.56,KS,Hispanic or Latino,65162
1140,Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,Black or African-American,5698
1141,Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,White,64526
1142,Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,Asian,5271
1143,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,White,85853
1144,Santa Barbara,California,37.8,45068.0,46784.0,91852,4518.0,19441.0,2.51,CA,White,73659
1145,Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Black or African-American,37339
1146,Cary,North Carolina,39.9,78932.0,81582.0,160514,7426.0,30008.0,2.61,NC,Hispanic or Latino,10327
1147,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,29772.0,13966.0,2.73,VA,Black or African-American,73850
1148,Enterprise,Nevada,34.1,69146.0,66328.0,135474,7526.0,31173.0,2.89,NV,Hispanic or Latino,25307
1149,Carlsbad,California,42.1,55119.0,58347.0,113466,6031.0,17689.0,2.68,CA,White,98705
1150,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.719999999999999,CO,Hispanic or Latino,8393
1151,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,Asian,33079
1152,Fort Collins,Colorado,29.6,80893.0,80288.0,161181,8425.0,9704.0,2.45,CO,Hispanic or Latino,15521
1153,San Diego,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,American Indian and Alaska Native,16496
1154,Franklin,Tennessee,38.3,34991.0,37644.0,72635,3303.0,6876.0,2.73,TN,Hispanic or Latino,4916
1155,Yorba Linda,California,45.5,31960.0,36006.0,67966,3171.0,15532.0,3.0,CA,Hispanic or Latino,10599
1156,Fall River,Massachusetts,39.3,43314.0,45456.0,88770,4143.0,14775.0,2.21,MA,Asian,1891
1157,Asheville,North Carolina,37.9,42100.0,46407.0,88507,4973.0,6630.0,2.18,NC,American Indian and Alaska Native,496
1158,Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,Black or African-American,35550
1159,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,Asian,6228
1160,West Covina,California,39.8,51629.0,56860.0,108489,3800.0,37038.0,3.56,CA,American Indian and Alaska Native,518
1161,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,White,411847
1162,San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,Hispanic or Latino,18733
1163,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,White,106215
1164,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,Black or African-American,873316
1165,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,8252.0,3732.0,2.51,NC,Asian,4204
1166,El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,Hispanic or Latino,77523
1167,Concord,California,39.6,62310.0,66358.0,128668,6287.0,37428.0,2.719999999999999,CA,Asian,17453
1168,Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,Black or African-American,10774
1169,Glendale,California,42.1,98181.0,102844.0,201025,4448.0,111510.0,2.69,CA,Black or African-American,4619
1170,Carson,California,40.4,43790.0,49506.0,93296,4273.0,33860.0,3.7,CA,Black or African-American,19947
1171,Centreville,Virginia,36.0,34749.0,37033.0,71782,3779.0,27797.0,2.969999999999999,VA,American Indian and Alaska Native,355
1172,Santa Clarita,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,White,144949
1173,Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,White,55883
1174,Memphis,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,American Indian and Alaska Native,4127
1175,San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Black or African-American,2734
1176,Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,Asian,44067
1177,Skokie,Illinois,43.4,31382.0,33437.0,64819,1066.0,27424.0,2.78,IL,White,40642
1178,Hillsboro,Oregon,35.3,50926.0,51434.0,102360,6625.0,19531.0,2.68,OR,Black or African-American,4347
1179,Gaithersburg,Maryland,35.7,32211.0,35234.0,67445,2126.0,28133.0,2.73,MD,Black or African-American,12482
1180,Vista,California,29.3,50680.0,50204.0,100884,4957.0,23271.0,3.52,CA,White,83529
1181,Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,American Indian and Alaska Native,1172
1182,Arlington Heights,Illinois,45.9,37627.0,39369.0,76996,3027.0,14630.0,2.38,IL,White,66285
1183,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,Asian,55745
1184,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,Black or African-American,2307
1185,Bellingham,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,White,74183
1186,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,Black or African-American,15513
1187,Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,White,106160
1188,Santa Clarita,California,38.1,90192.0,92175.0,182367,8537.0,40666.0,3.02,CA,Black or African-American,9223
1189,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,White,79793
1190,Gastonia,North Carolina,36.9,35527.0,39023.0,74550,3537.0,5715.0,2.67,NC,White,46362
1191,Hemet,California,36.8,38622.0,45251.0,83873,5613.0,13330.0,2.969999999999999,CA,American Indian and Alaska Native,2288
1192,Lakeland,Florida,38.1,47840.0,56570.0,104410,7390.0,11592.0,2.56,FL,White,75636
1193,Chico,California,29.9,46168.0,44168.0,90336,4519.0,8425.0,2.5,CA,White,80467
1194,Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,Hispanic or Latino,7564
1195,Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,White,69840
1196,Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,American Indian and Alaska Native,2374
1197,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Black or African-American,16254
1198,Waldorf,Maryland,33.6,35640.0,39872.0,75512,6932.0,5954.0,2.69,MD,Black or African-American,47334
1199,Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Hispanic or Latino,6874
1200,Miami,Florida,40.4,215840.0,225149.0,440989,7233.0,260789.0,2.5,FL,Black or African-American,87331
1201,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,Hispanic or Latino,16786
1202,Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Black or African-American,20616
1203,Anchorage,Alaska,32.2,152945.0,145750.0,298695,27492.0,33258.0,2.77,AK,Black or African-American,23107
1204,Everett,Washington,37.0,56212.0,51800.0,108012,7880.0,19499.0,2.36,WA,Hispanic or Latino,15889
1205,Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,White,59962
1206,Mount Vernon,New York,38.5,31876.0,36745.0,68621,2064.0,23777.0,2.85,NY,Black or African-American,49830
1207,Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,Black or African-American,1974
1208,Frisco,Texas,37.2,73989.0,80399.0,154388,6297.0,30913.0,3.05,TX,American Indian and Alaska Native,2947
1209,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Hispanic or Latino,4928
1210,San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,American Indian and Alaska Native,8997
1211,Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,Asian,1167
1212,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,3506.0,17490.0,2.85,MN,Hispanic or Latino,4138
1213,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Black or African-American,42256
1214,Mount Pleasant,South Carolina,42.7,39429.0,41880.0,81309,3981.0,4701.0,2.53,SC,White,75908
1215,Silver Spring,Maryland,33.8,40601.0,41862.0,82463,1562.0,30908.0,2.6,MD,American Indian and Alaska Native,1084
